track_id,name,popularity,duration_ms,artist_id,artist_name,num_artists,playlist_id,playlist_name
1vR1SccQExdIStNalSI0a2,One Hello,0,214133,14JBboD1LaDlkSM0GsSa40,Pops Fernandez,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
3nwzuzKNhSCdt8wbDPx2GM,Goodbye To Love,0,200400,14JBboD1LaDlkSM0GsSa40,Pops Fernandez,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
33hHFUHa5lqhGgKZDITsyW,Don't say goodbye,0,260000,14JBboD1LaDlkSM0GsSa40,Pops Fernandez,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
7lvr1DwG78dutURkiosUVF,If I Believed,0,231426,00RJAkLnjGx4kVWVJbOJx1,Carol Banawa,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
55DEQZZ1traulfeH3ax3KL,The First Time I Loved Forever,0,182413,00RJAkLnjGx4kVWVJbOJx1,Carol Banawa,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
3q9fEhaxpwiQOEsTDsEc80,Stay,0,262504,00RJAkLnjGx4kVWVJbOJx1,Carol Banawa,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
44A07wZA9HP7XDrpDn5Ny8,Everlasting Love,0,265933,719ZCUqy59oGckcB1MzVTx,The Company,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
3m2urWLjbbu4zBMHc4wuu0,Starting over Again,0,247586,29Aqsp33ANrcidwOkNJJU6,Lani Misalucha,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
2ihUXb4jayaUoxmID8pgB8,Stay (On the Wings of Love Teleserye Theme),0,262086,1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
2FvEkV0uR4nMEviaaiDYGn,If I'm Not in Love,21,225186,6ty99gP6NrhgCOkMF2ONpy,Janno Gibbs,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
0nDeOp4oP4wnwzr5aEXyRV,Friend of Mine,0,204506,0IIttGAzd1Ngnsa5SQWsOL,Odette Quesada,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
282TnPqgxtjzcec3H0eP7y,Photograph,43,170960,4QvYFzlTFZFg2904xx8gOu,Ariel Rivera,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
0w0JBoDQXAcBUGHwtJXxqI,Now That I Have You,0,248066,719ZCUqy59oGckcB1MzVTx,The Company,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
3fX6occrRQXyzQ30biKbVy,Even If,0,211693,37MhCWJuuVFFYa71Sj3Mpj,Jam Morales,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
0dBg8sxoXUg8SVJBlN3Bhg,For Baby,0,278986,4kl1LM3rjWg83OBrmNlzOZ,Donna Cruz,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
7GAzawxdlO3r7cXqDciytC,Just A Smile Away - APO Hiking Society Tribute Album,3,174000,6Vmp90FCN8neBZ4anl4UI6,Ivy Joy Aguila-Maniquiz,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
3pagqpQxHahTiSCXZguxeN,Pag-ibig,0,192066,4RA4PC3WHM9OHZLExirTcU,APO Hiking Society,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
18iIR01rzP3KgeFfOJhHGB,Show Me a Smile,0,201360,4RA4PC3WHM9OHZLExirTcU,APO Hiking Society,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
1wRnLRqZL3W38L7tCugF79,Can This Be Love,0,204986,4kqsp7WTMpLUKe9GDJfY97,Smokey Mountain,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
3mDWuvGM0fzvNJE6kuu6TT,Kahit Habang Buhay,0,224613,4kqsp7WTMpLUKe9GDJfY97,Smokey Mountain,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
7jhElwmyKzHEGIinmF4KIh,Fallin',34,263226,6ty99gP6NrhgCOkMF2ONpy,Janno Gibbs,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
0JbvjjUJ75ZRnbT9Z629Ca,Moments of Love,34,241440,"['6ty99gP6NrhgCOkMF2ONpy', '2b13AzQC2dauXDkpnX5xv7']","['Janno Gibbs', 'Jennylyn Mercado']",2,2urphK2gaVU9oJxhRAUjKE,hugot opm
3CemMEC1IQ7ZPamEZfl6BR,Say You'll Never Go,0,315373,0vkER0y96fNRbGEs6wLZxR,Neocolours,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6jsVJNWXB2anDQURWerln9,Hold On,0,290453,0vkER0y96fNRbGEs6wLZxR,Neocolours,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
5fYXiqdpiUanPGjt9Pu4Ev,Tuloy Pa Rin,0,272973,0vkER0y96fNRbGEs6wLZxR,Neocolours,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
0oQV1f4k6Cf4kwfOz26GfN,Maybe,0,270666,0vkER0y96fNRbGEs6wLZxR,Neocolours,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
3ToQkWZmGm2iNeien5ybPt,Maybe This Time,0,202706,2b13AzQC2dauXDkpnX5xv7,Jennylyn Mercado,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
7gmkwCEMuytsW5NwFrsU7R,Never Gonna Let You Go,25,280234,"['2b13AzQC2dauXDkpnX5xv7', '6ty99gP6NrhgCOkMF2ONpy']","['Jennylyn Mercado', 'Janno Gibbs']",2,2urphK2gaVU9oJxhRAUjKE,hugot opm
4jTyPPZkFyJiAYCVgDbajS,Alipin,0,272453,719ZCUqy59oGckcB1MzVTx,The Company,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6DqVfmRyTiQp3xC1fFXNNH,Of All The Things,25,195013,1GlMjIezcLwV3OFlX0uXOv,Lea Salonga,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
3ynDXi01YTsb9WrIDCK9oJ,Let Me Be the One,46,280400,"['4NeCu267LZemnoq44lZYKy', '6DiAVYfSzZi8h1fGuTD6LI']","['Julie Anne San Jose', 'Jimmy Bondoc']",2,2urphK2gaVU9oJxhRAUjKE,hugot opm
4N0XG7hGoVnUKI2kuRGN1u,Kisapmata,66,280946,1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
2wz9Oj09d1jkK0YE8QTvVK,Balisong,0,219440,1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
2vVW17crZs4KInids0h9SE,241 (My Favorite Song),0,272600,1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
4JSDhJVmo2UqdF7nxbyenn,Kung Wala Ka,68,242800,6Ww3OMFzCaO33ulKh1LBFN,Hale,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6xCj7W8PkDuTmwI0MBa0uF,Firewoman,30,224400,4uYSTU2ckuHB8nfBxURSBj,Hungry Young Poets,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6CHpr3pY2MbJ5y1076UDnI,The Day You Said Goodnight - Acoustic Version,55,328533,6Ww3OMFzCaO33ulKh1LBFN,Hale,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
2S80c51YXgJQhkhX603fMA,Prinsesa,62,267293,3nZa8vRD64ueq3d0JNYTsl,6cyclemind,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6NFKf8vBApSvtzkapYmnVR,Tadhana,1,222446,3wbCeEPAW6po7J46netxMT,Up Dharma Down,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
7zzZmpw8L66ZPjH1M6qmOs,Migraine,65,267960,2kZThDGZcHl4klYYFk0v8n,Moonstar88,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
57DJFlR1FzlZEtxyHzdCsY,BMD,20,251053,6Xx1uQPrAF37dtVMKEmvx5,Cueshé,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6LFcRDg88sfy0MpFUIpKvJ,When I Met You - APO Hiking Society Tribute Album,15,276906,0jehHGqZ0sX55acPEbaS0N,Out Of Luck,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
5AjbSv7nkr78wzmuHEfjg0,Magkabilang Mundo,62,236705,6urxZktbtGcTIIqxQZ1d8q,Jireh Lim,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
7ub42AaogkGijtfoXWMyKR,Buko,0,315973,6urxZktbtGcTIIqxQZ1d8q,Jireh Lim,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
5zMR44ZH4KVZj4FlhTj3SE,Magbalik,69,326813,4HOEnLufwAqJ2qoJPVnL01,Callalily,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
4QbJjJiHz3p3dYK2HwXqLP,I,52,252680,3nZa8vRD64ueq3d0JNYTsl,6cyclemind,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
2wM7hjeO69ca2EjJMRyx8q,Binibini,0,274626,7ymgfUyJFViyg1qFo4M2nH,Brownman Revival,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
2lnDNgTDt5Ouu5dCpvjvsF,Ikaw Lang Ang Aking Mahal,57,232013,7ymgfUyJFViyg1qFo4M2nH,Brownman Revival,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
205HKpXEVef87c2rDx4uJm,Cool Off,0,221253,1J9AYwtdzwZiVW1mGkQpp6,Session Road,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
2aoW8n4DHF23y9BINksrVW,Suntok Sa Buwan,0,230386,1J9AYwtdzwZiVW1mGkQpp6,Session Road,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
7k0wtsJzYwU4RtodDuDKPH,Simpleng Tao - original,0,246600,7HJDRQAfEcFiARVehhM6qD,Gloc-9,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
7uuirrtCr8O8fz7kQS6VUR,Pare Ko,65,325000,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6g5obKN94RJAjha3luUExe,Sembreak,44,242493,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
0GGfPhGuWC2JGc7hlvjLXa,Alapaap,64,263000,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
4iuAGPs5hlZqsKsS0ZnyWB,Minsan,55,254333,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
1NopgVCMVhCKIm64tF7auX,With A Smile,68,278173,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
1lan3CApvveTezmBBGzsGu,Magasin,62,248840,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
11z9XKmqywLusY7r3zPWaB,Butterscotch,27,276160,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
2oxpnUxDY07G0DSTKYQYvv,Sa Wakas,25,155666,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
3Yb2JVsh33v17rAou2mNnN,Waiting For The Bus,35,206000,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
5aeUAKVIJseJpFQetiDard,Fine Time,42,180333,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
2A3CzmtFj1sK6W1qQtBz86,Huwag Mo Nang Itanong,58,249333,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6vZY4qmjHQw8BkocWY6LdO,Fill Her,44,107173,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
720V7AnwXjC8IJnSRLokEw,Fruitcake,37,300693,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
0XQJBON0zlZAGjAzqECd3K,Shadow,27,157866,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
4D7fbbvwE6os8ZalI8F9c1,Trip To Jerusalem,23,375266,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
47FBi8vqUr5nH2j2QWD4RR,Lightyears,29,258733,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
60rkq0VvIG13zzwdTFlzdA,Santa Ain't Comin' No Mo,17,171866,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
0keQ1tBbYve33j3D827bAO,Christmas Party,31,244400,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6TAshhZUKKDhDDdkJOIne2,Christmas Morning,20,243400,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
5hagctxftYOW3FREpLevH7,Kaliwete,40,187173,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
4B4W2YJB2BpeOY9sKJ1ttM,Ha Ha Ha,23,282440,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6wGyV4BOdrtWYgHY6F9IUD,Balikbayan Box,38,312693,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
0I5Z0p0cLWdyJNC6sqMTwD,Spoliarium,60,326760,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
7lLdrBmH63e9P1BDRx9eQI,Hard To Believe,30,211000,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
2d7NEsj5lvDCTzsK07MRlW,Julie Tearjerky,31,215293,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6q8Hzgy0AUALt14m5hUb1e,Huwag Kang Matakot,59,189680,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
61jPZwzRkdQ0dZP3bDtyTX,Tuwing Umuulan At Kapiling Ka,52,283493,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
30LQGhfp9YOmEFzuNmNzLz,However Which Way,26,268093,1O5rl0K2M7NDlfgE9ChFfq,Introvoys,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
54IoFwtSsQw7ejPKbHVuG4,I Think I'm In Love,0,201426,0ntzbBdKbiyPx06Xscs9UI,Kuh Ledesma,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
0GmCJqtnQZmpcOBDiQkJqT,Lullabye,22,205720,1O5rl0K2M7NDlfgE9ChFfq,Introvoys,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
6k3b9NQnivP9wUhA7PgbOU,To Love Again,7,290680,1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
4p6PqX80scbKiKLiy40Yw8,Suddenly,0,237276,"['2b13AzQC2dauXDkpnX5xv7', '4U78sK2D3zASSB6oSR38GQ']","['Jennylyn Mercado', 'Christian Bautista']",2,2urphK2gaVU9oJxhRAUjKE,hugot opm
0gdTyNxhTOaY4pTfQGD16w,Till My Heartaches End,32,247594,2b13AzQC2dauXDkpnX5xv7,Jennylyn Mercado,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
4T0J3i8yPe8IZ1gAenzJNu,It Takes a Man and a Woman,0,229306,6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,1,2urphK2gaVU9oJxhRAUjKE,hugot opm
3DS3fB8dmzJmj90A7WXmyj,Kung Sakali,56,250920,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,1,1QEcxHqZEBqbcPrC3mrdcU,Hugot OPM
1vzxlhQ3dujloZsqeO3Wei,Ikaw At Ako,61,287971,2zFBNsALb4M2FhKl98wcvd,Johnoy Danao,1,1QEcxHqZEBqbcPrC3mrdcU,Hugot OPM
5IIWMpj17kuk0KVjkAL6Ju,"Gusto Ko Nang Bumitaw - from ""The Broken Marriage Vow""",60,271846,62WbvkXqQGvXQvw74GU3kQ,Morissette,1,1QEcxHqZEBqbcPrC3mrdcU,Hugot OPM
36cSutsYPF8yf9cu9xc0TK,Maging Sino Ka Man,38,206566,6mVzqdn9XcKPzW7W9yOoC8,Kim Molina,1,1QEcxHqZEBqbcPrC3mrdcU,Hugot OPM
5GLwOVBAeanqqQXc4z8DgZ,Pagibig Ko'Y Pansinin - Stairway to Heaven Theme,46,246013,34cGwuKaXOEJlytCGL1egm,Faith Cuneta,1,1QEcxHqZEBqbcPrC3mrdcU,Hugot OPM
7sbCGaQ050jET6mQpcpimT,Walang Iba,59,268693,4flyhH0Zv4Dub2HzZQN7tZ,Ezra Band,1,1QEcxHqZEBqbcPrC3mrdcU,Hugot OPM
5clVv8lST63jkbFACyhob3,Lason Mong Halik,62,238605,6IGHpZDinQ5XCihUOY7Kx5,Katrina Velarde,1,1QEcxHqZEBqbcPrC3mrdcU,Hugot OPM
2mvctj1Dsqzn3pnDPUfLAx,Sa Isip Ko,3,220502,4BNWanhw4AjSXjBm9L1Jzy,Juris,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
6kf4GndU6a3XHKJ91Ja7VL,Kapag Ako Ay Nagmahal,0,255977,4BNWanhw4AjSXjBm9L1Jzy,Juris,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
65e0XhogammwZhQ2i06vQG,Paalam Na,38,310440,1Imlf2KHeVnyY2bkZe1bNC,Klarisse,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
0dqbiw7833wB9Trzgn2h4A,Mahal Mo Pa Ba Ako,30,256720,1Imlf2KHeVnyY2bkZe1bNC,Klarisse,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
1IooDMR3MElhltQX75l3KT,Ikaw Ay Ako,48,246760,"['1Imlf2KHeVnyY2bkZe1bNC', '62WbvkXqQGvXQvw74GU3kQ']","['Klarisse', 'Morissette']",2,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
6ZHKSAcOQpaZuQOruOPH8R,Wala Na Talaga,10,278973,1Imlf2KHeVnyY2bkZe1bNC,Klarisse,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
6GNNxVIW7odsFmuRfQihxM,Ayoko Na Sana,44,194453,4QvYFzlTFZFg2904xx8gOu,Ariel Rivera,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
4r7uXnwJsxhrqceeyvfrXF,Halaga,37,352680,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
1JGrvNWATsIoBRLQXOC3Nv,Hanggang Ngayo'y Mahal,39,224666,6NEo2X59zgMncDWRLEOcs0,JAYA,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
5Ygv1eyY121pulBFUuTnNK,At Ang Hirap,48,257506,7DW4ijH3n36QN0RlC0n649,Angeline Quinto,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
0YRWPhLCzAMLH0gchiG84e,Kung Naging Tayong Dalawa,44,229866,6IGHpZDinQ5XCihUOY7Kx5,Katrina Velarde,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
2UT99g3NYrnkDJ8MWvrBqo,Ikaw Lang Ang Mahal,46,226733,4kl1LM3rjWg83OBrmNlzOZ,Donna Cruz,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
5y6a8OkJiTSC5uo1yFfskM,Tayo Lang Dalawa,44,241840,4kl1LM3rjWg83OBrmNlzOZ,Donna Cruz,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
0UqhXNYxSxSCxuBvINoPpm,Bakit Ikaw Pa Rin,43,274106,6UQTbEpZKmU9aSUUBEjVnS,Maricris Garcia,1,4qFgUZucr2xW5BZHHs7Quk,Hugot OPM 🌻
